summer,winter,name,fall,spring,number,description
 ,[u'Section 01'],Introduction to Fluid Dynamics, , ,AMS107,"[u'Covers fundamental topics in fluid dynamics; Euler and Lagrange descriptions of continuum dynamics; conservation laws for inviscid and viscous flows; potential flows; exact solutions of the Navier-Stokes equation; boundary layer theory; gravity waves. Students cannot receive credit for this course and Applied Mathematics and Statistics 217.  (Also offered as Physics 107. Students cannot receive credit for both courses.)  Prerequisite(s): Mathematics 107 or Physics 116C or Earth 111. N. Brummell, G. Glatzmaier', u'5 Credits']"
 ,[u'Section 01'],Introduction to Dynamical Systems, , ,AMS114,"[u'Introduction to continuous and discrete dynamical systems.  Topics include:  fixed points, stability, limit cycles, bifurcations, transition to and characterization of chaos, fractals.  Examples are drawn from sciences and engineering.  Students cannot get credit for this class and for AMS 214.  Prerequisite(s): course 20 or 20A, or Mathematics 21 and 24, or Physics 116B. General Education Code(s): MF - Mathematical and Formal Reasoning) Enrollment restricted to sophomores, juniors, and seniors.  P. Garaud', u'5 Credits']"
 , ,Mathematical Methods for Engineers III, , ,AMS100,"[u'Applications-oriented course on complex analysis and partial differential equations using Maple as symbolic math software support.  In addition, introduces Fourier Analysis, special functions, and asymptotic methods.  Students cannot receive credit for this course and for Physics 116B or 116C.  Prerequisite(s): course 20 or by instructor permission.  Enrollment limited to 25.', u'5 Credits']"
 , ,Estimation and Introduction to Control of Stochastic Processes,[u'Section 01'], ,AMS118,"[u'Provides practical knowledge of Kalman filtering and introduces control theory for stochastic processes. Selected topics include: state-space modeling; discrete- and continuous-time Kalman filter; smoothing; and applications in feedback control. Students learn through hands-on experience. Students cannot receive credit for this course and course 218. Enrollment by permission of instructor. General Education code: SR. D. Milutinovic', u'5 Credits']"
 , ,The Art of Data Visualization, , ,AMS80B,"[u'Introduces the use of complex-data graphical representations to extract information from data. Topics include: summary statistics, boxplots, histograms, dotplots, scatterplots, bubble plots, and map-creation, as well as visualization of trees and hierarchies, networks and graphs, and text. GenEd code(s): SR - statistical reasoning. A. Rodriguez', u'5 Credits']"
 ,[u'Section 01'],Managerial Statistics, , ,AMS113,[]
 ,[u'Section 01'],Gambling and Gaming,[u'Section 01'], ,AMS80A,"[u'Games of chance and strategy motivated early developments in probability, statistics, and decision theory. Course uses popular games to introduce students to these concepts, which underpin recent scientific developments in economics, genetics, ecology, and physics. (General Education Code(s): Q, SR - Statistical Reasoning) A. Rodriguez', u'5 Credits']"
 ,[u'Section 01'],Mathematical Methods for Engineers Laboratory, , ,AMS27L,[]
 ,[u'Section 01'],Basic Mathematical Methods for Engineers II, ,[u'Section 01'],AMS20A,"[u'Applications-oriented class on ordinary differential equations (ODEs) and systems of ODEs integrating Matlab as a computational support tool. Covers linear ODEs and systems of linear ODEs; nonlinear ODEs using substitution and Laplace transforms. Students cannot receive credit for this course and for courses 20 or Mathematics 24.  Prerequisites:  Mathematics 19B, and course 10 or 10A or Mathematics 21. Q. Gong, Y. Katznelson', u'5 Credits']"
 , ,Mathematical Methods for Engineers,[u'Section 01'],[u'Section 01'],AMS27,[]
 ,[u'Section 01'],Mathematical Methods for Engineers II, ,[u'Section 01'],AMS20,"[u'Applications-oriented class on ordinary differential equations (ODEs) and systems of ODEs using Matlab as a computational support tool. Covers linear ODEs and systems of linear ODEs; nonlinear ODEs using substitution and Laplace transforms; phase-plane analysis; introduction to numerical methods. Students cannot receive credit for this course and for courses 20A or Mathematics 24.  Prerequisite(s): Mathematics 19B, and course 10 or 10A or Mathematics 21. (General Education Code(s): MF - Mathematical and Formal Reasoning) Q. Gong, Y. Katznelson', u'5 Credits']"
 , ,Mathematical Methods for Engineers IIB, , ,AMS20B,"[u'Can only be taken by students who need a transition from course 20A to course 20.  Students cannot get credit for this course and for course 20 or Mathematics 24.  Prerequisite(s): course 20A. Enrollment by permission of the instructor only.  Q. Gong, Y. Katznelson', u'2 Credits']"
 , ,Case-Study Calculus II, ,[u'Section 01'],AMS15B,"[u'Case-study based, second-quarter introduction to single-variable calculus, with computing labs/discussion sections featuring symbolic numerical, and graphical computing tools. Case studies are drawn from biology, environmental science, health science, and psychology. Includes indefinite and definite integrals of functions of a single variable; the fundamental theorem of calculus; integration by parts and other techniques for evaluating integrals; infinite series; Taylor series, polynomial approximations. Students cannot receive credit for this course and course 11B or Economics 11B or Mathematics 11B of 19B. Prerequisite(s): course 15A or 11A or Economics 11A or Mathematics 11A or 19A. Gen Ed Code(s): IN, Q, MF - Mathematical and Formal Reasoning)  B. Mendes, The Staff', u'5 Credits']"
 ,[u'Section 01'],Case-Study Calculus I, , ,AMS15A,"[u'Case-study-based, first-quarter introduction to single-variable calculus, with computing labs/discussion sections featuring contemporary symbolic, numerical, and graphical computing tools. Case studies drawn from biology, environmental sciences, health sciences, and psychology. Includes functions, mathematical modeling, limits, continuity, tangents, velocity, derivatives, the chain rule, implicit differentiation, higher derivatives, exponential and logarithmic functions and their derivatives, differentiating inverse functions, the mean value theorum, concavity, inflection points, function optimization, and curve-sketching. Students cannot receive credit for this course and course 11A or Economics 11A or Mathematics 11A or 19A. Prerequisite(s): course 3 or Mathematics 3 or score of 30 or higher on precalculus placement exam or by permission of instructor. (General Education Code(s): IN, Q, MF - Mathematical and Formal Reasoning)  B. Mendes, The Staff', u'5 Credits']"
 ,[u'Section 01'],Mathematical Methods for Economists II,[u'Section 01'],[u'Section 01'],AMS11B,"[u'Mathematical tools and reasoning, with applications to economics. Topics are drawn from multivariable differential calculus and single variable integral calculus, and include partial derivatives, linear and quadratic approximation, optimization with and without constraints, Lagrange multipliers, definite and indefinite integrals, and elementary differential equations. (Also offered as Economics 11B. Students cannot receive credit for both courses.) Prerequisite(s): course 11A or Economics 11A. (General Education Code(s): IN, Q.) Y. Katznelson', u'5 Credits']"
 ,[u'Section 01'],Mathematical Methods for Economists I,[u'Section 01'],[u'Section 01'],AMS11A,"[u'Introduction to mathematical tools and reasoning, with applications to economics. Topics are drawn from differential calculus in one variable and include limits, continuity, differentiation, elasticity, Taylor polynomials, and optimization.  Students who have already taken Mathematics 11A and 19A should not take this course. (Also offered as Economics 11A. Students cannot receive credit for both courses.) Prerequisite(s): score of 31 or above on Mathematics Placement Exam. Students who do not place into precalculus should enroll in Math 2. (General Education Code(s): IN, Q.) Y. Katznelson, M. Mangel, D. Miluntinovic', u'5 Credits']"
 , ,Basic Mathematical Methods for Engineers I,[u'Section 01'],[u'Section 01'],AMS10A,"[u'Applications-oriented course on complex numbers and linear algebra integrating Matlab as a computational support tool. Introduction to complex algebra. Vectors, bases, and transformations; matrix algebra; solutions of linear systems, inverses and determinants. Students cannot receive credit for this course and courses 10 or Mathematics 21. Prerequisite(s): Score of 40 or higher on mathematics placement exam, or course 3, or Mathematics 3. (General Education Code(s): MF - Mathematical and Formal Reasoning) N. Brummell, Y. Katznelson, B. Mendes, H. Wang, The Staff', u'3 Credits']"
